,CABO_Open,CABO_High,CABO_Low,CABO_Close,CABO_Adj Close,CABO_Volume,CABO_Dividend Amount,CABO_Split Coefficient
2022-02-17,1507.94,1507.94,1462.12,1462.58,1391.76657962657,28185,0.0,1.0
2022-02-16,1508.0,1512.9,1494.1593,1506.61,1433.66478861409,27549,0.0,1.0
2022-02-15,1520.2,1529.94,1507.495,1520.51,1446.89179531239,32832,0.0,1.0
2022-02-14,1533.3,1542.855,1491.4125,1500.72,1428.05996347358,39001,2.75,1.0
2022-02-11,1554.06,1562.5,1529.67,1538.95,1461.76038150922,26413,0.0,1.0
2022-02-10,1547.65,1560.38,1545.57,1551.41,1473.59542121396,19965,0.0,1.0
2022-02-09,1578.13,1586.83,1550.5834,1562.5,1484.12917645678,27663,0.0,1.0
2022-02-08,1557.23,1572.07,1557.23,1566.56,1487.98553770888,23020,0.0,1.0
2022-02-07,1566.8,1584.65,1547.25,1552.75,1474.86821039569,19247,0.0,1.0
2022-02-04,1583.0,1584.19,1560.67,1567.41,1488.79290398088,31172,0.0,1.0
2022-02-03,1534.77,1568.37,1534.18,1557.42,1479.30397567828,22221,0.0,1.0
2022-02-02,1566.31,1566.31,1538.74,1541.21,1463.90702595005,30493,0.0,1.0
2022-02-01,1532.59,1563.76,1527.69,1552.84,1474.95369623625,40480,0.0,1.0
2022-01-31,1513.35,1557.07,1513.35,1544.73,1467.25047215877,48056,0.0,1.0
2022-01-28,1457.46,1511.35,1453.06,1508.59,1432.92315795899,41252,0.0,1.0
2022-01-27,1467.44,1477.03,1448.14,1454.59,1381.63165362065,27392,0.0,1.0
2022-01-26,1520.0,1521.01,1452.845,1460.39,1387.14074112366,33023,0.0,1.0
2022-01-25,1529.68,1529.68,1479.62,1511.09,1435.29776464133,42930,0.0,1.0
2022-01-24,1513.92,1549.24,1490.0,1541.33,1464.0210070708,49512,0.0,1.0
2022-01-21,1535.45,1555.9426,1527.47,1527.47,1450.85618762396,42659,0.0,1.0
2022-01-20,1574.7,1598.03,1546.36,1548.78,1471.09733498415,52752,0.0,1.0
2022-01-19,1583.23,1612.99,1572.61,1582.31,1502.94555980757,82853,0.0,1.0
2022-01-18,1553.1,1573.97,1527.8221,1564.88,1486.38980201836,105084,0.0,1.0
2022-01-14,1563.0,1573.485,1524.57,1559.82,1481.58359809332,39878,0.0,1.0
2022-01-13,1603.5,1603.51,1559.975,1565.59,1487.06419031614,38008,0.0,1.0
2022-01-12,1612.97,1636.075,1600.51,1606.72,1526.13121945385,48132,0.0,1.0
2022-01-11,1625.99,1625.99,1601.115,1616.69,1535.60115090298,61356,0.0,1.0
2022-01-10,1664.83,1664.83,1626.54,1632.01,1550.1527406523,35099,0.0,1.0
2022-01-07,1680.54,1691.7,1650.2,1669.0,1585.28742112407,23405,0.0,1.0
2022-01-06,1685.99,1689.18,1661.0,1677.96,1593.79801147354,29702,0.0,1.0
2022-01-05,1718.97,1725.235,1686.54,1687.14,1602.51756721106,29289,0.0,1.0
2022-01-04,1758.93,1766.29,1728.63,1734.03,1647.05569014486,53840,0.0,1.0
2022-01-03,1754.5,1755.94,1730.67,1743.82,1656.35464991287,19601,0.0,1.0
2021-12-31,1767.22,1784.37,1763.45,1763.45,1675.00006158253,17953,0.0,1.0
2021-12-30,1740.0,1786.76,1740.0,1772.28,1683.38717238452,25713,0.0,1.0
2021-12-29,1764.54,1764.54,1731.1675,1736.39,1649.29731885298,20628,0.0,1.0
2021-12-28,1752.53,1758.25,1735.01,1750.5,1662.69959896806,19865,0.0,1.0
2021-12-27,1730.13,1761.1,1730.13,1746.08,1658.5012943537,15685,0.0,1.0
2021-12-23,1734.01,1754.565,1734.01,1738.13,1650.95004510388,15387,0.0,1.0
2021-12-22,1721.0,1734.41,1717.29,1731.79,1644.92804255749,21755,0.0,1.0
2021-12-21,1708.3,1737.93,1708.3,1723.25,1636.81638613065,51874,0.0,1.0
2021-12-20,1659.22,1716.5,1659.22,1702.89,1617.47758930975,40021,0.0,1.0
2021-12-17,1624.41,1700.885,1621.1859,1677.95,1593.78851304682,88225,0.0,1.0
2021-12-16,1670.23,1675.005,1626.0,1626.93,1545.32753987381,52472,0.0,1.0
2021-12-15,1704.38,1704.38,1638.15,1672.52,1588.63086733279,38246,0.0,1.0
2021-12-14,1693.3,1722.28,1680.19,1699.89,1614.62806129095,33693,0.0,1.0
2021-12-13,1698.23,1715.4291,1685.845,1699.98,1614.71354713152,34639,0.0,1.0
2021-12-10,1709.35,1730.0,1698.825,1709.95,1624.18347858065,27663,0.0,1.0
2021-12-09,1800.545,1800.545,1705.91,1705.91,1620.346114182,39664,0.0,1.0
2021-12-08,1804.0,1817.505,1784.9207,1805.63,1715.06442552682,26068,0.0,1.0
2021-12-07,1832.55,1832.55,1792.6,1804.08,1713.59216938377,31076,0.0,1.0
2021-12-06,1838.55,1848.0,1818.0,1826.9,1735.26757918009,24543,0.0,1.0
2021-12-03,1864.36,1864.36,1810.61,1814.04,1723.05260240618,31090,0.0,1.0
2021-12-02,1749.0,1869.42,1749.0,1850.61,1757.78834895531,39450,0.0,1.0
2021-12-01,1783.74,1808.73,1747.08,1748.31,1660.61944351433,33263,0.0,1.0
2021-11-30,1823.94,1827.23,1761.63,1772.06,1683.17820699648,65883,0.0,1.0
2021-11-29,1835.1,1839.8,1815.36,1825.97,1734.38422549426,24233,2.75,1.0
2021-11-26,1791.5,1855.12,1791.5,1843.71,1748.60095607093,17907,0.0,1.0
2021-11-24,1852.63,1852.63,1812.73,1814.2,1720.61324964548,28278,0.0,1.0
2021-11-23,1842.9,1867.505,1835.0,1849.4,1753.99743352131,30833,0.0,1.0
2021-11-22,1842.51,1845.78,1827.75,1837.87,1743.06221647335,25493,0.0,1.0
2021-11-19,1828.57,1835.41,1820.1,1829.72,1735.33263980891,20471,0.0,1.0
2021-11-18,1844.61,1844.61,1817.7,1828.46,1734.13763777245,19038,0.0,1.0
2021-11-17,1819.54,1836.875,1809.44,1830.97,1736.51815770223,20660,0.0,1.0
2021-11-16,1845.01,1861.41,1825.635,1830.01,1735.60767996016,26382,0.0,1.0
2021-11-15,1811.69,1841.02,1810.12,1841.02,1746.04972156451,14238,0.0,1.0
2021-11-12,1816.02,1837.0,1804.79,1807.0,1713.78466657997,23729,0.0,1.0
2021-11-11,1809.71,1834.59,1808.065,1814.2,1720.61324964548,18107,0.0,1.0
2021-11-10,1804.17,1807.28,1798.84,1804.0,1710.93942363601,21347,0.0,1.0
2021-11-09,1801.21,1822.115,1783.74,1800.69,1707.80017225451,38853,0.0,1.0
2021-11-08,1773.0,1798.85,1772.0,1798.83,1706.03612162925,29367,0.0,1.0
2021-11-05,1725.26,1800.0,1725.26,1767.01,1675.85757813696,24100,0.0,1.0
2021-11-04,1735.74,1735.74,1698.26,1713.24,1624.861340438,33190,0.0,1.0
2021-11-03,1715.15,1760.0,1715.15,1746.6,1656.50044197486,31721,0.0,1.0
2021-11-02,1699.0,1711.7,1681.23,1711.0,1622.73689237318,32726,0.0,1.0
2021-11-01,1713.55,1727.22,1689.01,1698.95,1611.3084998816,33485,0.0,1.0
2021-10-29,1757.71,1780.88,1694.84,1711.21,1622.93605937926,65519,0.0,1.0
2021-10-28,1754.02,1770.2994,1732.55,1757.71,1667.03732501067,28679,0.0,1.0
2021-10-27,1797.91,1797.91,1754.735,1766.56,1675.43079169536,34478,0.0,1.0
2021-10-26,1796.41,1827.12,1796.41,1801.78,1708.83394385748,24827,0.0,1.0
2021-10-25,1791.5,1795.82,1776.69,1786.49,1694.33268898642,20360,0.0,1.0
2021-10-22,1793.96,1820.8199,1777.4375,1789.91,1697.57626594253,18825,0.0,1.0
2021-10-21,1766.6,1783.29,1759.75,1781.99,1690.06482457047,18187,0.0,1.0
2021-10-20,1780.0,1800.0,1765.205,1778.84,1687.07731947931,18552,0.0,1.0
2021-10-19,1784.24,1784.24,1758.91,1771.99,1680.58068142393,16025,0.0,1.0
2021-10-18,1755.39,1772.68,1750.0,1767.0,1675.84809399381,17477,0.0,1.0
2021-10-15,1772.0,1772.0,1753.63,1760.0,1669.20919379123,15191,0.0,1.0
2021-10-14,1754.03,1772.11,1751.1325,1772.11,1680.69449114169,19466,0.0,1.0
2021-10-13,1732.21,1747.55,1717.55,1734.47,1644.99617633811,25627,0.0,1.0
2021-10-12,1759.54,1759.54,1714.0,1729.97,1640.72831192217,43132,0.0,1.0
2021-10-11,1771.76,1788.0,1753.86,1756.98,1666.34498256097,29861,0.0,1.0
2021-10-08,1818.2,1818.2,1750.0,1784.19,1692.15133606271,71405,0.0,1.0
2021-10-07,1828.32,1857.93,1815.325,1834.31,1739.68586151318,63294,0.0,1.0
2021-10-06,1819.89,1823.214,1805.82,1821.11,1727.16679255974,19955,0.0,1.0
2021-10-05,1860.3,1875.0,1829.375,1835.6,1740.90931597908,39427,0.0,1.0
2021-10-04,1840.45,1871.62,1838.0,1854.44,1758.77744166716,35447,0.0,1.0
2021-10-01,1811.0,1869.555,1801.0,1845.13,1749.94770439773,35529,0.0,1.0
2021-09-30,1840.17,1857.81,1813.13,1813.13,1719.5984463288,28719,0.0,1.0
2021-09-29,1831.0,1860.0,1829.23,1833.51,1738.92713006145,29909,0.0,1.0
2021-09-28,1818.5,1822.8,1796.71,1813.11,1719.57947804251,34205,0.0,1.0
2021-09-27,1843.23,1862.42,1827.9183,1835.03,1740.36871981973,39946,0.0,1.0
2021-09-24,1899.43,1924.52,1851.19,1859.53,1763.60487052875,42173,0.0,1.0
2021-09-23,1927.8,1934.94,1894.23,1905.7,1807.39315943633,36435,0.0,1.0
2021-09-22,1927.42,1932.8,1913.45,1918.83,1819.84583938774,20922,0.0,1.0
2021-09-21,1942.0,1942.0,1910.2,1915.71,1816.88678672602,29057,0.0,1.0
2021-09-20,1955.09,1959.17,1918.74,1935.88,1836.01630345259,28327,0.0,1.0
2021-09-17,1954.58,1983.69,1941.425,1964.16,1862.83746027101,146301,0.0,1.0
2021-09-16,1983.01,1983.01,1957.5,1963.85,1862.54345183347,30408,0.0,1.0
2021-09-15,1909.99,1997.78,1898.0,1983.64,1881.31257112047,50634,0.0,1.0
2021-09-14,1993.0,1993.0,1908.16,1908.16,1809.72625865038,41447,0.0,1.0
2021-09-13,2005.53,2017.77,1981.565,1990.0,1887.34448616167,34661,0.0,1.0
2021-09-10,1982.4,2002.79,1958.16,1985.24,1882.83003402392,32572,0.0,1.0
2021-09-09,2016.0,2017.25,1969.38,1986.07,1883.61721790508,27550,0.0,1.0
2021-09-08,2005.0,2033.11,1990.56,2015.38,1911.4152414676,27268,0.0,1.0
2021-09-07,2071.82,2071.82,1981.1,1995.04,1892.12449430753,43464,0.0,1.0
2021-09-03,2124.97,2136.135,2084.71,2085.43,1977.85166420912,28443,0.0,1.0
2021-09-02,2101.0,2132.415,2101.0,2129.05,2019.22149661433,26285,0.0,1.0
2021-09-01,2098.49,2127.78,2098.11,2098.13,1989.89652600522,28106,0.0,1.0
2021-08-31,2073.76,2118.88,2049.99,2099.59,1991.28121090462,52235,0.0,1.0
2021-08-30,2059.25,2090.88,2059.25,2077.55,1970.37815940964,20026,2.75,1.0
2021-08-27,2057.12,2083.065,2055.43,2067.12,1957.8945829346,26737,0.0,1.0
2021-08-26,2030.02,2066.315,2030.02,2039.66,1931.88555334397,18015,0.0,1.0
2021-08-25,2010.0,2048.675,2010.0,2042.79,1934.85016596665,20043,0.0,1.0
2021-08-24,2041.75,2047.16,2020.16,2024.61,1917.63078657999,15335,0.0,1.0
2021-08-23,2060.0,2063.94,2030.54,2039.43,1931.66770641004,18541,0.0,1.0
2021-08-20,2019.98,2050.0,2019.98,2045.98,1937.87160822427,32501,0.0,1.0
2021-08-19,1987.02,2029.4,1987.02,2019.9,1913.16966023724,17312,0.0,1.0
2021-08-18,2051.48,2051.48,1994.95,1995.87,1890.40939144398,15659,0.0,1.0
2021-08-17,2063.95,2068.12,2045.72,2051.04,1942.66424077083,36214,0.0,1.0
2021-08-16,2040.25,2069.8,2039.26,2058.17,1949.4174957228,47199,0.0,1.0
2021-08-13,2033.98,2045.12,2030.05,2039.01,1931.26989896546,22991,0.0,1.0
2021-08-12,2022.24,2055.425,2016.52,2042.88,1934.93541041906,31746,0.0,1.0
2021-08-11,2002.01,2038.62,1999.0,2023.99,1917.04354701895,38483,0.0,1.0
2021-08-10,2000.0,2000.0,1965.1,1993.6,1888.25933692211,54177,0.0,1.0
2021-08-09,1960.3,1976.61,1943.4,1964.42,1860.62119112988,30111,0.0,1.0
2021-08-06,1971.45,1994.93,1954.0,1968.97,1864.93077177946,34295,0.0,1.0
2021-08-05,1965.32,1969.82,1955.67,1968.75,1864.72239645134,41415,0.0,1.0
2021-08-04,1922.76,1959.87,1910.005,1955.0,1851.69893844438,28831,0.0,1.0
2021-08-03,1914.01,1953.0,1905.3,1937.88,1835.48354927499,50215,0.0,1.0
2021-08-02,1893.09,1919.36,1869.0,1900.0,1799.60510641654,34979,0.0,1.0
2021-07-30,1875.5,1915.45,1875.5,1887.99,1788.22970782282,45415,0.0,1.0
2021-07-29,1919.28,1924.6,1887.0,1887.75,1788.00238928306,38064,0.0,1.0
2021-07-28,1890.2,1934.9,1890.2,1919.81,1818.36835755238,29937,0.0,1.0
2021-07-27,1928.97,1928.97,1891.7,1899.29,1798.93262240309,26549,0.0,1.0
2021-07-26,1925.1,1951.05,1920.115,1925.67,1823.91871856481,21613,0.0,1.0
2021-07-23,1910.45,1938.89,1882.15,1938.89,1836.44018146314,39805,0.0,1.0
2021-07-22,1883.95,1894.12,1860.05,1885.55,1785.91863600195,43211,0.0,1.0
2021-07-21,1915.0,1920.12,1889.93,1892.69,1792.68136255974,41379,0.0,1.0
2021-07-20,1891.09,1935.225,1891.09,1920.11,1818.65250572708,40559,0.0,1.0
2021-07-19,1865.0,1890.47,1865.0,1877.83,1778.6065563064,33182,0.0,1.0
2021-07-16,1873.2,1904.42,1873.2,1887.49,1787.75612753166,34702,0.0,1.0
2021-07-15,1878.53,1889.32,1860.29,1871.35,1772.46895573294,26440,0.0,1.0
2021-07-14,1899.01,1920.963,1877.43,1883.43,1783.91065556742,23093,0.0,1.0
2021-07-13,1924.45,1927.8,1891.1,1894.77,1794.65145657098,23186,0.0,1.0
2021-07-12,1921.59,1926.0,1901.135,1920.81,1819.31551813471,17633,0.0,1.0
2021-07-09,1950.92,1958.095,1929.73,1933.0,1830.86140563324,29937,0.0,1.0
2021-07-08,1924.2,1948.67,1907.2,1936.68,1834.3469565762,47341,0.0,1.0
2021-07-07,1950.0,1984.7522,1949.09,1951.13,1848.03342699079,63607,0.0,1.0
2021-07-06,1924.92,1952.42,1903.19,1944.03,1841.30858685628,30786,0.0,1.0
2021-07-02,1909.46,1929.04,1900.585,1915.63,1814.40922631827,20492,0.0,1.0
2021-07-01,1902.12,1916.65,1899.525,1902.23,1801.71727451512,25341,0.0,1.0
2021-06-30,1899.67,1925.085,1893.0001,1912.81,1811.73823347611,33012,0.0,1.0
2021-06-29,1897.13,1905.9125,1885.71,1890.24,1790.36081913305,26784,0.0,1.0
2021-06-28,1907.95,1914.26,1886.465,1897.59,1797.32244941313,42298,0.0,1.0
2021-06-25,1850.84,1903.59,1848.055,1903.59,1803.00541290708,95099,0.0,1.0
2021-06-24,1851.95,1863.19,1834.42,1852.56,1754.67180839106,29103,0.0,1.0
2021-06-23,1863.52,1870.595,1842.27,1850.0,1752.24707730031,57426,0.0,1.0
2021-06-22,1857.64,1882.806,1856.01,1865.13,1766.57761691088,49470,0.0,1.0
2021-06-21,1892.0,1892.0,1840.1,1854.28,1756.30092459266,65624,0.0,1.0
2021-06-18,1802.24,1896.52,1802.24,1889.9,1790.03878453506,97601,0.0,1.0
2021-06-17,1800.0,1826.15,1800.0,1818.2,1722.12737078239,24680,0.0,1.0
2021-06-16,1796.16,1802.0,1783.795,1800.0,1704.88904818409,35238,0.0,1.0
2021-06-15,1815.3,1815.3,1792.6,1800.01,1704.89851978991,45587,0.0,1.0
2021-06-14,1808.1,1810.07,1792.41,1810.07,1714.42695524809,21408,0.0,1.0
2021-06-11,1777.2,1808.65,1770.64,1807.67,1712.15376985052,26963,0.0,1.0
2021-06-10,1789.43,1789.43,1765.64,1778.28,1684.316720336,28526,0.0,1.0
2021-06-09,1755.01,1776.96,1743.0,1772.56,1678.8989618051,18764,0.0,1.0
2021-06-08,1792.44,1792.44,1746.37,1751.22,1658.6865549783,30812,0.0,1.0
2021-06-07,1766.2,1781.145,1750.71,1777.36,1683.44533260026,31157,0.0,1.0
2021-06-04,1778.0,1778.0,1753.12,1775.16,1681.36157931915,24194,0.0,1.0
2021-06-03,1780.0,1782.2,1749.84,1760.03,1667.03103970858,29800,0.0,1.0
2021-06-02,1779.82,1796.91,1775.56,1791.08,1696.44037578975,37089,0.0,1.0
2021-06-01,1822.94,1827.08,1783.58,1785.01,1690.69111105504,31461,0.0,1.0
2021-05-28,1802.0,1834.97,1802.0,1815.56,1719.62686684506,38298,2.5,1.0
2021-05-27,1801.23,1826.9,1781.26,1799.46,1702.03390526881,87668,0.0,1.0
2021-05-26,1851.9,1859.61,1771.78,1797.0,1699.70709422162,65312,0.0,1.0
2021-05-25,1806.0,1848.7,1793.4709,1846.67,1746.68786849541,72735,0.0,1.0
2021-05-24,1777.56,1818.29,1773.6,1807.03,1709.19405145871,34596,0.0,1.0
2021-05-21,1793.1,1825.0,1755.38,1772.34,1676.38223226085,52981,0.0,1.0
2021-05-20,1730.97,1787.45,1724.79,1785.26,1688.6027195493,61298,0.0,1.0
2021-05-19,1683.93,1723.5,1674.35,1718.45,1625.40993659719,63832,0.0,1.0
2021-05-18,1717.77,1723.73,1693.82,1696.74,1604.87535617674,55805,0.0,1.0
2021-05-17,1743.5,1747.37,1692.685,1714.49,1621.66433832612,57890,0.0,1.0
2021-05-14,1734.99,1756.85,1728.615,1740.36,1646.13368864749,42572,0.0,1.0
2021-05-13,1716.6,1764.525,1716.6,1726.43,1632.95788462829,34100,0.0,1.0
2021-05-12,1725.6,1739.27,1713.23,1713.34,1620.57660145447,32248,0.0,1.0
2021-05-11,1720.0,1779.43,1718.81,1739.45,1645.27295773167,47708,0.0,1.0
2021-05-10,1768.99,1771.86,1735.9,1742.48,1648.13890792393,23553,0.0,1.0
2021-05-07,1733.0,1804.8,1731.875,1756.23,1661.14445747626,103216,0.0,1.0
2021-05-06,1714.94,1749.815,1682.44,1704.7,1612.40438704485,65764,0.0,1.0
2021-05-05,1743.47,1743.47,1698.15,1698.15,1606.2090161672,80500,0.0,1.0
2021-05-04,1808.94,1845.95,1746.155,1752.28,1657.40831778668,59043,0.0,1.0
2021-05-03,1805.96,1829.63,1800.45,1806.51,1708.70220522109,30553,0.0,1.0
2021-04-30,1788.24,1823.47,1763.01,1790.0,1693.0860871768,55941,0.0,1.0
2021-04-29,1802.45,1839.54,1797.14,1802.64,1705.04173418345,26907,0.0,1.0
2021-04-28,1785.0,1808.0,1773.936,1803.21,1705.58087332853,19486,0.0,1.0
2021-04-27,1829.0,1842.755,1772.2,1788.39,1691.56325555649,33713,0.0,1.0
2021-04-26,1853.05,1855.79,1826.49,1830.0,1730.92041314723,31063,0.0,1.0
2021-04-23,1851.85,1852.03,1833.01,1846.14,1746.1865636763,21981,0.0,1.0
2021-04-22,1850.41,1864.91,1844.315,1852.47,1752.17384576112,42279,0.0,1.0
2021-04-21,1816.8,1861.195,1800.82,1846.1,1746.14872935033,36088,0.0,1.0
2021-04-20,1818.6,1837.945,1812.01,1817.48,1719.07826911848,18413,0.0,1.0
2021-04-19,1808.0,1820.72,1798.2786,1813.57,1715.37996375487,18178,0.0,1.0
2021-04-16,1815.6,1819.69,1791.955,1810.99,1712.93964972978,29264,0.0,1.0
2021-04-15,1787.3,1816.9,1787.3,1804.09,1706.41322849988,14263,0.0,1.0
2021-04-14,1796.0,1812.0,1776.33,1780.37,1683.97747319942,36218,0.0,1.0
2021-04-13,1776.0,1793.695,1763.3,1786.34,1689.6242463505,31117,0.0,1.0
2021-04-12,1792.8,1809.6775,1770.21,1779.01,1682.69110611642,37654,0.0,1.0
2021-04-09,1796.41,1796.41,1761.935,1786.75,1690.0120481917,52503,0.0,1.0
2021-04-08,1773.33,1789.715,1767.955,1783.78,1687.2028494884,37296,0.0,1.0
2021-04-07,1826.95,1826.95,1766.6,1779.03,1682.71002327941,28168,0.0,1.0
2021-04-06,1859.99,1867.95,1811.905,1820.0,1721.46183165462,45585,0.0,1.0
2021-04-05,1825.4,1872.74,1818.74,1867.4,1766.29550792958,42012,0.0,1.0
2021-04-01,1843.45,1843.45,1791.77,1829.28,1730.23939527976,75499,0.0,1.0
2021-03-31,1765.0,1839.91,1754.07,1828.36,1729.36920578244,67979,0.0,1.0
2021-03-30,1802.11,1808.01,1757.53,1770.47,1674.61347752174,31797,0.0,1.0
2021-03-29,1810.05,1823.18,1789.615,1803.77,1706.11055389212,49370,0.0,1.0
2021-03-26,1803.67,1813.59,1758.2,1802.08,1704.51205361987,59180,0.0,1.0
2021-03-25,1749.42,1803.075,1746.98,1793.72,1696.60467949205,90782,0.0,1.0
2021-03-24,1795.6,1812.8858,1750.0,1765.2,1669.62880507513,68224,0.0,1.0
2021-03-23,1815.71,1860.86,1805.51,1810.26,1712.24917328082,61015,0.0,1.0
2021-03-22,1758.98,1852.0,1758.98,1827.7,1728.74493940393,74274,0.0,1.0
2021-03-19,1795.29,1814.94,1756.25,1757.16,1662.02410555507,84203,0.0,1.0
2021-03-18,1804.0,1839.88,1782.65,1801.63,1704.0864174527,50383,0.0,1.0
2021-03-17,1859.0,1862.61,1801.2,1822.87,1724.176444543,40437,0.0,1.0
2021-03-16,1858.23,1863.3,1839.55,1846.03,1746.08251927988,18256,0.0,1.0
2021-03-15,1872.48,1876.07,1840.0,1858.68,1758.04762486803,46497,0.0,1.0
2021-03-12,1802.98,1865.68,1800.595,1865.68,1764.66863191285,43853,0.0,1.0
2021-03-11,1846.07,1854.28,1805.86,1816.08,1717.75406770952,37642,0.0,1.0
2021-03-10,1837.75,1845.38,1827.53,1829.22,1730.18264379081,24104,0.0,1.0
2021-03-09,1845.0,1845.0,1810.19,1819.52,1721.00781974298,49013,0.0,1.0
2021-03-08,1823.0,1873.15,1813.025,1828.97,1729.94617925349,76888,0.0,1.0
2021-03-05,1779.08,1819.5499,1748.345,1800.0,1702.54466866941,62546,0.0,1.0
2021-03-04,1752.37,1787.56,1730.11,1770.08,1674.24459284352,81228,0.0,1.0
2021-03-03,1800.0,1801.2,1700.05,1746.06,1651.52508009828,117916,0.0,1.0
2021-03-02,1893.06,1893.06,1815.83,1820.83,1722.24689391851,147955,0.0,1.0
2021-03-01,1927.34,1947.06,1907.525,1924.44,1820.24725676342,21055,0.0,1.0
2021-02-26,1980.0,1980.0,1901.18,1914.85,1811.17647711201,38543,0.0,1.0
2021-02-25,1988.83,2006.28,1946.3,1957.73,1851.73487455231,88290,0.0,1.0
2021-02-24,1998.1,2024.88,1979.32,2010.9,1902.0261523485,27942,0.0,1.0
2021-02-23,1982.16,2016.49,1960.0,1996.84,1888.7273867699,37204,0.0,1.0
2021-02-22,2026.1,2030.0,1994.35,1995.98,1887.91394876153,32757,0.0,1.0
2021-02-19,2075.12,2081.74,2035.28,2037.05,1926.76034295167,22247,0.0,1.0
2021-02-18,2100.64,2107.1,2063.51,2065.04,1953.23491254948,17533,0.0,1.0
2021-02-17,2049.0,2120.0,2049.0,2104.09,1990.17067327812,32184,0.0,1.0
2021-02-16,2056.0,2056.39,2038.6,2054.05,1942.83993148911,20949,0.0,1.0
2021-02-12,2043.21,2056.79,2034.59,2056.79,1945.43158281808,16973,2.5,1.0
2021-02-11,2097.81,2097.81,2041.44,2057.05,1943.31543271513,36816,0.0,1.0
2021-02-10,2081.49,2104.0,2069.25,2086.08,1970.74036016547,24647,0.0,1.0
2021-02-09,2039.0,2086.06,2025.0,2086.06,1970.72146596812,26667,0.0,1.0
2021-02-08,2077.99,2077.99,2044.99,2064.24,1950.10789666166,18825,0.0,1.0
2021-02-05,2062.18,2096.01,2058.37,2063.38,1949.29544617571,14899,0.0,1.0
2021-02-04,2048.1,2064.0,2036.0,2062.16,1948.14290013749,17749,0.0,1.0
2021-02-03,2061.36,2075.1009,2033.0,2053.07,1939.55548744291,37868,0.0,1.0
2021-02-02,2024.7,2090.0,2024.7,2079.99,1964.98707707306,36777,0.0,1.0
2021-02-01,2012.0,2030.49,1994.01,2015.24,1903.81711315954,27519,0.0,1.0
2021-01-29,2017.2,2050.0,1969.61,2000.0,1889.41973478051,67605,0.0,1.0
2021-01-28,1929.0,2069.14,1929.0,2049.37,1936.06006093357,41557,0.0,1.0
2021-01-27,1991.02,1991.9,1914.07,1914.07,1808.24081587567,41778,0.0,1.0
2021-01-26,2062.0,2072.7,2008.47,2025.99,1913.97274423399,20832,0.0,1.0
2021-01-25,2050.06,2075.2625,2045.0,2068.06,1953.71668835509,36166,0.0,1.0
2021-01-22,2030.7,2051.995,2030.7,2045.01,1931.94112591175,29886,0.0,1.0
2021-01-21,2048.74,2075.32,2048.74,2051.58,1938.1478697405,38270,0.0,1.0
2021-01-20,2018.96,2058.0,2018.96,2044.2,1931.17591091916,48235,0.0,1.0
2021-01-19,2009.5,2009.5,1992.23,2000.1,1889.51420576725,28425,0.0,1.0
2021-01-15,1971.0,1997.3,1971.0,1985.75,1875.9576191702,50130,0.0,1.0
2021-01-14,1981.2,1996.0,1968.0,1982.69,1873.06680697599,44263,0.0,1.0
2021-01-13,1995.62,2006.0,1967.77,1977.39,1868.05984467882,66589,0.0,1.0
2021-01-12,2063.11,2065.945,1985.16,2002.5,1891.78150944899,56444,0.0,1.0
2021-01-11,2043.21,2067.15,2043.21,2060.35,1946.43297527752,27493,0.0,1.0
2021-01-08,2103.48,2104.22,2050.0,2064.36,1950.22126184575,55451,0.0,1.0
2021-01-07,2093.2,2118.0,2093.2,2100.0,1983.89072151954,58028,0.0,1.0
2021-01-06,2090.1,2114.205,2085.0,2095.0,1979.16717218259,55647,0.0,1.0
2021-01-05,2149.0,2167.69,2092.0,2110.0,1993.33782019344,48171,0.0,1.0
2021-01-04,2232.85,2232.85,2140.67,2152.22,2033.22347079466,41401,0.0,1.0
2020-12-31,2247.0,2269.9,2224.2,2227.72,2104.54906578262,44432,0.0,1.0
2020-12-30,2307.23,2326.8,2243.21,2250.24,2125.82393199625,38489,0.0,1.0
2020-12-29,2275.68,2296.96,2262.245,2293.76,2166.93770542508,25660,0.0,1.0
2020-12-28,2278.79,2290.0,2265.14,2265.14,2139.90010902037,31431,0.0,1.0
2020-12-24,2231.1,2281.54,2231.1,2260.86,2135.85675078794,15614,0.0,1.0
2020-12-23,2236.48,2251.8,2218.745,2234.46,2110.91641028883,28763,0.0,1.0
2020-12-22,2208.81,2252.0,2208.81,2245.43,2121.2798775341,26805,0.0,1.0
2020-12-21,2201.98,2233.865,2148.11,2213.41,2091.03026758027,50225,0.0,1.0
2020-12-18,2219.88,2246.67,2200.0,2237.83,2114.10008254194,62731,0.0,1.0
2020-12-17,2179.69,2204.57,2174.17,2204.57,2082.67903235254,31704,0.0,1.0
2020-12-16,2181.12,2210.68,2152.405,2177.48,2057.08684204494,39056,0.0,1.0
2020-12-15,2150.7,2187.9999,2121.6,2170.82,2050.79507432812,37436,0.0,1.0
2020-12-14,2133.6,2197.8427,2133.6,2144.01,2025.46740278338,32492,0.0,1.0
2020-12-11,2115.39,2133.85,2102.5825,2117.88,2000.78213394848,27430,0.0,1.0
2020-12-10,2074.18,2172.06,2063.0,2116.87,1999.82797698241,39246,0.0,1.0
2020-12-09,2088.6,2124.8225,2054.9742,2079.48,1964.50527504069,24775,0.0,1.0
2020-12-08,2084.45,2093.0,2053.3687,2089.01,1973.50836007692,36083,0.0,1.0
