,MDSO_Open,MDSO_High,MDSO_Low,MDSO_Close,MDSO_Adj Close,MDSO_Volume,MDSO_Dividend Amount,MDSO_Split Coefficient
2019-08-12,91.36,91.4,91.29,91.34,91.34,991493,0.0,1.0
2019-08-09,91.38,91.45,91.26,91.36,91.36,406405,0.0,1.0
2019-08-08,91.4,91.46,91.27,91.44,91.44,556712,0.0,1.0
2019-08-07,91.35,91.45,91.25,91.3,91.3,1149976,0.0,1.0
2019-08-06,91.45,91.555,91.21,91.33,91.33,836992,0.0,1.0
2019-08-05,91.25,91.53,91.06,91.25,91.25,1422491,0.0,1.0
2019-08-02,91.44,91.535,91.32,91.36,91.36,815353,0.0,1.0
2019-08-01,91.4,91.57,91.3,91.39,91.39,716061,0.0,1.0
2019-07-31,91.35,91.7,91.21,91.37,91.37,824727,0.0,1.0
2019-07-30,91.17,91.48,91.15,91.33,91.33,1057191,0.0,1.0
2019-07-29,91.2,91.33,91.04,91.27,91.27,1518927,0.0,1.0
2019-07-26,91.24,91.35,91.09,91.22,91.22,399975,0.0,1.0
2019-07-25,90.92,91.22,90.92,91.14,91.14,596585,0.0,1.0
2019-07-24,90.91,91.03,90.7,91.0,91.0,902579,0.0,1.0
2019-07-23,90.95,91.07,90.8,90.89,90.89,1062037,0.0,1.0
2019-07-22,90.8,90.94,90.76,90.93,90.93,650918,0.0,1.0
2019-07-19,90.75,90.82,90.67,90.75,90.75,848154,0.0,1.0
2019-07-18,90.68,90.8,90.6,90.77,90.77,1918483,0.0,1.0
2019-07-17,90.76,90.92,90.6,90.63,90.63,1478385,0.0,1.0
2019-07-16,90.92,90.98,90.57,90.71,90.71,1397823,0.0,1.0
2019-07-15,91.0,91.16,90.82,90.86,90.86,831940,0.0,1.0
2019-07-12,91.01,91.1,90.9,90.96,90.96,884381,0.0,1.0
2019-07-11,91.07,91.13,90.89,91.05,91.05,682191,0.0,1.0
2019-07-10,90.95,91.075,90.84,90.9,90.9,917516,0.0,1.0
2019-07-09,90.7,91.025,90.7,90.92,90.92,1953981,0.0,1.0
2019-07-08,90.66,90.86,90.65,90.73,90.73,1350696,0.0,1.0
2019-07-05,90.65,90.83,90.55,90.66,90.66,1245830,0.0,1.0
2019-07-03,90.85,91.06,90.62,90.77,90.77,932486,0.0,1.0
2019-07-02,90.85,90.98,90.57,90.83,90.83,2154470,0.0,1.0
2019-07-01,90.92,91.015,90.55,90.81,90.81,1193102,0.0,1.0
2019-06-28,90.5,91.19,90.43,90.51,90.51,6926255,0.0,1.0
2019-06-27,90.42,90.605,90.25,90.37,90.37,1995437,0.0,1.0
2019-06-26,90.55,90.745,90.185,90.35,90.35,1932384,0.0,1.0
2019-06-25,90.65,90.93,90.41,90.7,90.7,2616429,0.0,1.0
2019-06-24,90.9,91.34,90.44,90.5,90.5,1567107,0.0,1.0
2019-06-21,91.19,91.28,90.74,90.88,90.88,1516125,0.0,1.0
2019-06-20,91.4,91.4,90.87,91.01,91.01,1716709,0.0,1.0
2019-06-19,91.19,91.35,90.7395,91.33,91.33,1709444,0.0,1.0
2019-06-18,91.35,91.43,90.5,90.95,90.95,2695163,0.0,1.0
2019-06-17,91.4,91.54,91.13,91.28,91.28,3129575,0.0,1.0
2019-06-14,91.38,91.55,91.25,91.36,91.36,4737772,0.0,1.0
2019-06-13,91.4,91.8,91.3,91.45,91.45,5738652,0.0,1.0
2019-06-12,90.95,91.76,90.92,91.37,91.37,10205087,0.0,1.0
2019-06-11,90.91,95.18,90.05,94.75,94.75,2833831,0.0,1.0
2019-06-10,93.88,93.88,89.25,90.79,90.79,1116194,0.0,1.0
2019-06-07,92.51,93.66,91.46,92.96,92.96,964477,0.0,1.0
2019-06-06,91.0,92.93,90.25,92.01,92.01,638627,0.0,1.0
2019-06-05,91.42,91.97,89.89,91.38,91.38,530674,0.0,1.0
2019-06-04,90.43,90.92,89.0,90.68,90.68,582541,0.0,1.0
2019-06-03,91.39,91.58,88.87,89.28,89.28,524033,0.0,1.0
2019-05-31,89.47,91.99,88.8616,91.15,91.15,690892,0.0,1.0
2019-05-30,90.1,91.64,89.18,90.12,90.12,485788,0.0,1.0
2019-05-29,89.51,91.3,89.01,89.4,89.4,553884,0.0,1.0
2019-05-28,92.24,93.74,90.46,90.58,90.58,516606,0.0,1.0
2019-05-24,90.85,92.38,89.888,91.7,91.7,527888,0.0,1.0
2019-05-23,90.32,90.98,89.2,90.65,90.65,573832,0.0,1.0
2019-05-22,90.27,91.91,90.21,91.67,91.67,493926,0.0,1.0
2019-05-21,90.22,91.54,89.26,90.92,90.92,548980,0.0,1.0
2019-05-20,90.26,90.35,88.72,89.27,89.27,677455,0.0,1.0
2019-05-17,89.82,91.73,89.2,90.46,90.46,733815,0.0,1.0
2019-05-16,92.87,93.62,90.14,90.46,90.46,943300,0.0,1.0
2019-05-15,90.81,92.51,90.01,92.18,92.18,646352,0.0,1.0
2019-05-14,90.0,91.7199,89.18,91.54,91.54,1197868,0.0,1.0
2019-05-13,91.13,92.62,88.035,88.42,88.42,1294900,0.0,1.0
2019-05-10,92.45,93.95,91.73,93.54,93.54,670446,0.0,1.0
2019-05-09,91.08,93.63,90.16,92.82,92.82,778522,0.0,1.0
2019-05-08,91.0,92.88,89.57,91.97,91.97,932798,0.0,1.0
2019-05-07,92.5,93.43,89.5,90.81,90.81,1883243,0.0,1.0
2019-05-06,91.44,93.5,88.95,93.31,93.31,799608,0.0,1.0
2019-05-03,93.95,94.88,92.59,93.97,93.97,734058,0.0,1.0
2019-05-02,90.53,93.76,90.08,92.48,92.48,1329453,0.0,1.0
2019-05-01,90.37,92.09,87.1,91.17,91.17,1127127,0.0,1.0
2019-04-30,91.0,93.1,88.68,90.34,90.34,1625871,0.0,1.0
2019-04-29,89.69,98.6,89.69,90.99,90.99,2097569,0.0,1.0
2019-04-26,89.99,89.99,87.74,89.42,89.42,623673,0.0,1.0
2019-04-25,89.71,89.86,87.94,89.5,89.5,932117,0.0,1.0
2019-04-24,87.5,90.08,86.66,89.62,89.62,1010133,0.0,1.0
2019-04-23,89.6,89.78,86.78,87.69,87.69,1691852,0.0,1.0
2019-04-22,88.29,91.7,86.28,90.02,90.02,6038802,0.0,1.0
2019-04-18,76.55,79.12,74.96,78.87,78.87,1211500,0.0,1.0
2019-04-17,78.4,79.42,75.7,76.21,76.21,969122,0.0,1.0
2019-04-16,81.0,81.0,78.14,78.46,78.46,1112338,0.0,1.0
2019-04-15,75.95,81.22,75.13,80.55,80.55,1454243,0.0,1.0
2019-04-12,75.94,76.56,74.37,74.93,74.93,401690,0.0,1.0
2019-04-11,76.05,76.34,74.88,75.44,75.44,321980,0.0,1.0
2019-04-10,75.82,76.49,75.09,75.93,75.93,330671,0.0,1.0
2019-04-09,76.07,77.1,75.23,75.53,75.53,280016,0.0,1.0
2019-04-08,75.58,76.38,74.54,76.35,76.35,253013,0.0,1.0
2019-04-05,74.88,75.74,74.37,75.61,75.61,328210,0.0,1.0
2019-04-04,75.24,76.695,73.41,74.49,74.49,710805,0.0,1.0
2019-04-03,76.45,77.09,74.99,75.13,75.13,389641,0.0,1.0
2019-04-02,75.23,76.375,74.47,75.83,75.83,358413,0.0,1.0
2019-04-01,73.87,75.13,73.1,75.02,75.02,356820,0.0,1.0
2019-03-29,73.41,74.07,72.83,73.24,73.24,654435,0.0,1.0
2019-03-28,72.62,74.18,71.81,72.86,72.86,476600,0.0,1.0
2019-03-27,73.45,73.7452,71.61,72.18,72.18,512093,0.0,1.0
2019-03-26,74.8,74.99,72.57,73.4,73.4,692500,0.0,1.0
2019-03-25,75.78,76.03,74.54,75.84,75.84,430827,0.0,1.0
2019-03-22,79.17,79.44,75.81,75.84,75.84,405022,0.0,1.0
2019-03-21,77.48,80.23,77.48,80.02,80.02,302977,0.0,1.0
2019-03-20,77.93,79.69,77.27,77.91,77.91,650549,0.0,1.0
2019-03-19,77.59,78.24,77.17,77.98,77.98,287639,0.0,1.0
2019-03-18,76.33,77.45,75.9025,77.38,77.38,848837,0.0,1.0
2019-03-15,75.07,76.82,74.5,76.21,76.21,665404,0.0,1.0
2019-03-14,74.43,75.58,74.22,74.96,74.96,216246,0.0,1.0
2019-03-13,75.44,76.1,74.44,74.52,74.52,430199,0.0,1.0
2019-03-12,74.75,75.71,74.24,75.04,75.04,228443,0.0,1.0
2019-03-11,72.21,74.95,72.21,74.51,74.51,401538,0.0,1.0
2019-03-08,71.58,72.34,71.26,72.31,72.31,287744,0.0,1.0
2019-03-07,72.5,72.95,71.4,72.13,72.13,258130,0.0,1.0
2019-03-06,74.66,75.0,72.31,72.58,72.58,404908,0.0,1.0
2019-03-05,74.4,74.92,73.44,74.42,74.42,223292,0.0,1.0
2019-03-04,76.35,76.4499,72.99,74.28,74.28,589610,0.0,1.0
2019-03-01,75.46,76.65,74.9,76.25,76.25,522063,0.0,1.0
2019-02-28,74.76,75.22,74.41,75.02,75.02,385472,0.0,1.0
2019-02-27,74.1,75.41,74.085,75.0,75.0,325590,0.0,1.0
2019-02-26,75.7,75.7,74.13,74.15,74.15,283848,0.0,1.0
2019-02-25,75.83,76.7,75.48,75.86,75.86,347784,0.0,1.0
2019-02-22,75.2,75.855,74.97,75.47,75.47,400502,0.0,1.0
2019-02-21,74.95,75.5,74.37,74.97,74.97,475873,0.0,1.0
2019-02-20,75.11,75.51,73.6795,75.0,75.0,399228,0.0,1.0
2019-02-19,75.36,76.3,75.02,75.18,75.18,333289,0.0,1.0
2019-02-15,74.8,75.95,74.5,75.45,75.45,437727,0.0,1.0
2019-02-14,71.91,74.81,71.38,74.31,74.31,545793,0.0,1.0
2019-02-13,71.7,74.78,71.7,72.05,72.05,679713,0.0,1.0
2019-02-12,69.5,76.0,67.51,71.98,71.98,2180062,0.0,1.0
2019-02-11,73.43,74.93,72.72,74.23,74.23,1126559,0.0,1.0
2019-02-08,72.83,74.28,71.92,73.18,73.18,644227,0.0,1.0
2019-02-07,74.82,74.82,73.245,73.59,73.59,443723,0.0,1.0
2019-02-06,74.83,75.29,73.89,75.13,75.13,360232,0.0,1.0
2019-02-05,73.32,75.03,73.32,74.68,74.68,391900,0.0,1.0
2019-02-04,71.49,73.575,71.45,73.46,73.46,489925,0.0,1.0
2019-02-01,70.93,72.11,70.0,71.54,71.54,394410,0.0,1.0
2019-01-31,68.84,71.57,68.72,70.96,70.96,454927,0.0,1.0
2019-01-30,68.58,69.11,67.155,68.95,68.95,362308,0.0,1.0
2019-01-29,69.04,69.235,67.67,68.2,68.2,223968,0.0,1.0
2019-01-28,68.28,69.76,68.02,69.03,69.03,405233,0.0,1.0
2019-01-25,68.76,69.92,68.32,69.0,69.0,352371,0.0,1.0
2019-01-24,67.07,68.16,66.58,67.9,67.9,559425,0.0,1.0
2019-01-23,68.24,68.82,66.34,66.83,66.83,464487,0.0,1.0
2019-01-22,68.91,69.61,67.71,68.01,68.01,450865,0.0,1.0
2019-01-18,68.47,69.56,67.6115,69.46,69.46,772655,0.0,1.0
2019-01-17,68.59,69.3,67.81,68.11,68.11,918659,0.0,1.0
2019-01-16,68.93,69.96,68.31,68.92,68.92,355659,0.0,1.0
2019-01-15,66.11,69.27,66.11,68.64,68.64,385997,0.0,1.0
2019-01-14,66.8,66.94,65.21,66.07,66.07,532814,0.0,1.0
2019-01-11,68.04,68.38,66.91,67.18,67.18,290159,0.0,1.0
2019-01-10,67.21,69.0799,66.76,68.48,68.48,343541,0.0,1.0
2019-01-09,67.34,68.89,67.01,67.48,67.48,333337,0.0,1.0
2019-01-08,65.19,67.11,64.69,66.86,66.86,551646,0.0,1.0
2019-01-07,64.66,66.03,64.06,64.43,64.43,645073,0.0,1.0
2019-01-04,63.66,65.75,63.19,64.48,64.48,727741,0.0,1.0
2019-01-03,65.81,65.81,62.93,62.99,62.99,527977,0.0,1.0
2019-01-02,65.91,66.77,65.5,66.22,66.22,434329,0.0,1.0
2018-12-31,65.26,67.42,65.26,67.42,67.42,322860,0.0,1.0
2018-12-28,65.5,66.915,63.8,65.74,65.74,486569,0.0,1.0
2018-12-27,62.94,65.54,60.5748,65.52,65.52,422992,0.0,1.0
2018-12-26,60.89,63.95,60.1,63.92,63.92,561069,0.0,1.0
2018-12-24,62.27,62.97,60.37,60.38,60.38,226071,0.0,1.0
2018-12-21,66.06,66.22,61.35,62.78,62.78,1430947,0.0,1.0
2018-12-20,66.63,68.24,63.8601,65.93,65.93,804420,0.0,1.0
2018-12-19,68.8,69.815,66.45,67.19,67.19,538274,0.0,1.0
2018-12-18,69.65,70.31,66.98,68.8,68.8,418544,0.0,1.0
2018-12-17,71.38,71.695,68.4,68.89,68.89,409126,0.0,1.0
2018-12-14,70.35,72.44,70.35,71.34,71.34,418161,0.0,1.0
2018-12-13,71.6,73.4,70.37,71.66,71.66,433481,0.0,1.0
2018-12-12,74.11,74.8,73.24,73.85,73.85,449382,0.0,1.0
2018-12-11,72.95,73.78,72.07,72.85,72.85,441981,0.0,1.0
2018-12-10,72.62,73.995,71.17,71.9,71.9,394104,0.0,1.0
2018-12-07,73.91,74.96,71.98,72.67,72.67,360722,0.0,1.0
2018-12-06,74.43,75.87,72.99,74.35,74.35,656037,0.0,1.0
2018-12-04,79.31,79.47,74.77,75.56,75.56,431043,0.0,1.0
2018-12-03,78.57,79.76,77.495,79.31,79.31,360464,0.0,1.0
2018-11-30,77.51,78.3,76.42,77.21,77.21,483598,0.0,1.0
2018-11-29,76.43,78.6,75.77,77.44,77.44,328818,0.0,1.0
2018-11-28,74.37,76.93,73.77,76.9,76.9,338349,0.0,1.0
2018-11-27,73.43,75.0,72.25,73.84,73.84,368327,0.0,1.0
2018-11-26,73.83,74.44,72.79,73.62,73.62,369687,0.0,1.0
2018-11-23,72.27,74.16,72.225,72.76,72.76,166298,0.0,1.0
2018-11-21,72.23,73.47,71.5,72.91,72.91,314181,0.0,1.0
2018-11-20,67.68,71.87,66.72,71.74,71.74,772070,0.0,1.0
2018-11-19,71.72,73.41,68.64,68.69,68.69,409711,0.0,1.0
2018-11-16,70.29,72.79,69.97,72.45,72.45,409257,0.0,1.0
2018-11-15,68.52,71.34,68.12,70.94,70.94,337944,0.0,1.0
2018-11-14,70.76,72.18,68.6,68.83,68.83,424201,0.0,1.0
2018-11-13,70.61,71.38,69.44,70.03,70.03,321016,0.0,1.0
2018-11-12,72.3,72.5,69.98,70.12,70.12,378301,0.0,1.0
2018-11-09,72.64,72.64,71.21,72.21,72.21,376933,0.0,1.0
2018-11-08,73.04,74.07,72.3,73.24,73.24,286729,0.0,1.0
2018-11-07,72.65,74.36,72.65,73.42,73.42,386408,0.0,1.0
2018-11-06,72.73,73.91,72.12,72.51,72.51,306958,0.0,1.0
2018-11-05,72.06,72.32,70.19,72.28,72.28,544172,0.0,1.0
2018-11-02,72.23,72.76,71.1,71.73,71.73,512858,0.0,1.0
2018-11-01,70.7,72.7,69.99,71.84,71.84,432056,0.0,1.0
2018-10-31,71.5,72.46,70.2,70.3,70.3,578613,0.0,1.0
2018-10-30,68.29,70.69,68.0401,70.43,70.43,366387,0.0,1.0
2018-10-29,71.13,71.68,67.45,68.48,68.48,691916,0.0,1.0
2018-10-26,70.0,71.63,68.76,69.91,69.91,704588,0.0,1.0
2018-10-25,68.02,71.87,67.05,71.7,71.7,938370,0.0,1.0
2018-10-24,70.6,71.89,67.18,67.39,67.39,929443,0.0,1.0
2018-10-23,69.66,70.89,68.2031,70.64,70.64,920003,0.0,1.0
2018-10-22,69.81,71.08,68.89,70.6,70.6,685954,0.0,1.0
2018-10-19,70.38,71.47,69.1,70.06,70.06,990044,0.0,1.0
2018-10-18,72.73,75.0,70.06,70.82,70.82,1939550,0.0,1.0
2018-10-17,69.46,70.26,68.54,69.27,69.27,1504045,0.0,1.0
2018-10-16,68.07,69.99,66.5652,69.61,69.61,996473,0.0,1.0
2018-10-15,66.36,67.97,65.57,67.32,67.32,813796,0.0,1.0
2018-10-12,67.1,68.02,65.22,66.51,66.51,810686,0.0,1.0
2018-10-11,65.63,67.015,65.11,65.66,65.66,939650,0.0,1.0
2018-10-10,69.5,69.905,65.37,65.78,65.78,1118371,0.0,1.0
2018-10-09,69.55,71.54,68.53,69.6,69.6,473999,0.0,1.0
2018-10-08,71.0,71.0,68.15,69.85,69.85,564067,0.0,1.0
2018-10-05,70.34,71.99,69.85,71.02,71.02,1049767,0.0,1.0
2018-10-04,71.48,71.6,69.54,70.0,70.0,750013,0.0,1.0
2018-10-03,72.29,73.25,71.74,71.92,71.92,386937,0.0,1.0
2018-10-02,72.59,72.98,71.89,72.12,72.12,501920,0.0,1.0
2018-10-01,73.52,73.73,71.935,72.43,72.43,666089,0.0,1.0
2018-09-28,73.33,73.77,72.82,73.31,73.31,509223,0.0,1.0
2018-09-27,72.95,74.52,72.64,73.78,73.78,591673,0.0,1.0
2018-09-26,73.35,73.43,72.02,72.65,72.65,554090,0.0,1.0
2018-09-25,72.94,73.37,71.91,73.06,73.06,919916,0.0,1.0
2018-09-24,73.91,74.375,72.805,73.32,73.32,569339,0.0,1.0
2018-09-21,75.09,75.85,73.6,74.07,74.07,907877,0.0,1.0
2018-09-20,75.92,76.9606,74.83,75.05,75.05,702889,0.0,1.0
2018-09-19,76.46,77.49,74.55,75.86,75.86,355875,0.0,1.0
2018-09-18,75.64,78.0,74.75,76.36,76.36,826134,0.0,1.0
2018-09-17,80.31,80.92,75.0395,75.49,75.49,922641,0.0,1.0
2018-09-14,81.63,81.82,80.09,80.53,80.53,345470,0.0,1.0
2018-09-13,81.08,82.1,80.99,81.31,81.31,333289,0.0,1.0
2018-09-12,79.93,80.58,77.85,80.45,80.45,481023,0.0,1.0
2018-09-11,84.0,84.56,79.64,79.94,79.94,778758,0.0,1.0
2018-09-10,83.99,84.145,82.925,84.09,84.09,277988,0.0,1.0
2018-09-07,82.59,84.32,81.135,83.37,83.37,225696,0.0,1.0
2018-09-06,82.8,84.06,82.0,82.79,82.79,290925,0.0,1.0
2018-09-05,84.14,84.3,80.72,82.63,82.63,401538,0.0,1.0
2018-09-04,84.54,84.95,83.85,84.7,84.7,570367,0.0,1.0
2018-08-31,83.73,85.14,83.73,84.98,84.98,333992,0.0,1.0
2018-08-30,84.22,84.59,83.32,84.02,84.02,208359,0.0,1.0
2018-08-29,83.75,84.72,83.61,84.23,84.23,600096,0.0,1.0
2018-08-28,82.39,84.15,81.9,83.78,83.78,723765,0.0,1.0
2018-08-27,82.38,83.57,81.5257,82.4,82.4,309409,0.0,1.0
2018-08-24,80.51,81.87,80.36,81.67,81.67,363715,0.0,1.0
2018-08-23,80.8,81.31,79.67,80.27,80.27,305608,0.0,1.0
2018-08-22,79.99,80.81,79.99,80.69,80.69,318478,0.0,1.0
2018-08-21,79.32,81.15,79.32,80.41,80.41,418313,0.0,1.0
2018-08-20,78.52,79.72,77.92,79.32,79.32,395239,0.0,1.0
2018-08-17,78.55,79.45,76.85,78.21,78.21,429637,0.0,1.0
2018-08-16,78.69,79.33,78.06,78.94,78.94,308323,0.0,1.0
2018-08-15,79.69,80.2,77.22,78.3,78.3,386814,0.0,1.0
2018-08-14,79.06,80.67,78.98,80.06,80.06,561180,0.0,1.0
2018-08-13,77.83,79.36,77.647,79.01,79.01,466242,0.0,1.0
2018-08-10,76.58,77.98,76.04,77.63,77.63,404281,0.0,1.0
2018-08-09,77.43,78.18,77.07,77.35,77.35,339781,0.0,1.0
2018-08-08,77.44,77.8,76.79,77.35,77.35,208954,0.0,1.0
2018-08-07,77.78,78.67,77.47,77.51,77.51,436502,0.0,1.0
2018-08-06,75.85,78.0,75.12,77.61,77.61,679446,0.0,1.0
2018-08-03,76.47,76.55,74.97,76.12,76.12,518584,0.0,1.0
2018-08-02,74.45,76.1,73.52,76.05,76.05,416169,0.0,1.0
2018-08-01,74.4,75.81,73.51,74.66,74.66,756092,0.0,1.0
2018-07-31,73.03,74.87,72.37,74.31,74.31,740398,0.0,1.0
2018-07-30,74.61,75.475,72.28,72.43,72.43,892756,0.0,1.0
2018-07-27,77.58,78.405,74.47,74.53,74.53,843257,0.0,1.0
2018-07-26,77.32,78.1,75.39,77.87,77.87,1260601,0.0,1.0
2018-07-25,75.06,79.71,75.0525,77.64,77.64,2420819,0.0,1.0
2018-07-24,81.97,84.5,75.06,75.57,75.57,5359470,0.0,1.0
2018-07-23,86.76,88.87,86.675,88.28,88.28,1064737,0.0,1.0
2018-07-20,87.07,87.98,86.15,87.0,87.0,592323,0.0,1.0
2018-07-19,85.36,87.24,85.36,86.98,86.98,498437,0.0,1.0
2018-07-18,87.42,88.38,85.37,85.97,85.97,468923,0.0,1.0
2018-07-17,85.38,88.09,84.52,87.34,87.34,849076,0.0,1.0
2018-07-16,84.59,85.39,83.59,83.84,83.84,496202,0.0,1.0
2018-07-13,85.6,85.86,84.74,84.75,84.75,349083,0.0,1.0
2018-07-12,84.16,85.51,84.06,85.43,85.43,507854,0.0,1.0
2018-07-11,83.0,84.29,82.0818,83.55,83.55,419381,0.0,1.0
2018-07-10,84.25,84.94,82.98,83.3,83.3,426183,0.0,1.0
2018-07-09,84.66,85.44,83.02,84.05,84.05,575584,0.0,1.0
2018-07-06,83.21,84.88,83.14,84.4,84.4,691381,0.0,1.0
2018-07-05,83.45,83.72,82.48,82.93,82.93,426501,0.0,1.0
2018-07-03,82.52,84.0,82.355,82.94,82.94,718646,0.0,1.0
2018-07-02,79.39,82.43,79.39,82.36,82.36,626294,0.0,1.0
2018-06-29,79.23,81.39,79.23,80.56,80.56,995265,0.0,1.0
2018-06-28,76.61,79.69,76.61,79.16,79.16,689179,0.0,1.0
2018-06-27,79.34,80.095,76.83,76.88,76.88,639951,0.0,1.0
2018-06-26,80.16,80.81,79.28,79.33,79.33,640921,0.0,1.0
2018-06-25,81.96,82.125,79.76,79.9,79.9,501547,0.0,1.0
2018-06-22,84.0,84.49,81.96,82.39,82.39,856879,0.0,1.0
2018-06-21,85.0,85.69,82.4397,83.68,83.68,350818,0.0,1.0
2018-06-20,84.44,85.28,83.81,84.92,84.92,473464,0.0,1.0
2018-06-19,82.85,84.32,81.03,83.97,83.97,624840,0.0,1.0
2018-06-18,82.38,83.81,81.54,83.7,83.7,655219,0.0,1.0
2018-06-15,80.34,82.16,79.87,82.13,82.13,677890,0.0,1.0
2018-06-14,80.21,81.07,79.41,81.0,81.0,445315,0.0,1.0
2018-06-13,80.87,81.28,79.41,80.0,80.0,539043,0.0,1.0
2018-06-12,81.29,81.979,80.15,80.3,80.3,492183,0.0,1.0
2018-06-11,80.36,81.555,80.36,81.12,81.12,363862,0.0,1.0
2018-06-08,79.92,80.82,79.25,80.39,80.39,513646,0.0,1.0
2018-06-07,81.0,81.455,78.41,79.95,79.95,534649,0.0,1.0
2018-06-06,79.94,80.9699,79.94,80.94,80.94,413281,0.0,1.0
2018-06-05,79.1,80.47,78.89,80.03,80.03,455724,0.0,1.0
2018-06-04,79.14,79.67,78.16,79.03,79.03,483254,0.0,1.0
2018-06-01,77.75,79.8,77.51,79.1,79.1,766592,0.0,1.0
2018-05-31,77.13,78.45,76.69,77.16,77.16,473417,0.0,1.0
2018-05-30,76.06,77.16,75.99,76.92,76.92,405467,0.0,1.0
2018-05-29,74.97,75.7,74.2535,75.54,75.54,601740,0.0,1.0
2018-05-25,76.14,76.65,74.87,75.33,75.33,425356,0.0,1.0
2018-05-24,76.19,76.23,75.32,76.09,76.09,445620,0.0,1.0
2018-05-23,75.58,76.9788,75.58,76.17,76.17,579297,0.0,1.0
2018-05-22,76.17,76.5,75.07,75.53,75.53,366442,0.0,1.0
