,MDSO_Open,MDSO_High,MDSO_Low,MDSO_Close,MDSO_Adj Close,MDSO_Volume,MDSO_Dividend Amount,MDSO_Split Coefficient
2016-12-06,53.48,53.49,52.53,52.82,52.82,529054,0.0,1.0
2016-12-05,52.32,53.9,52.11,53.315,53.315,418926,0.0,1.0
2016-12-02,53.03,53.46,51.8,51.9,51.9,866285,0.0,1.0
2016-12-01,55.15,55.525,52.75,53.01,53.01,344217,0.0,1.0
2016-11-30,55.22,55.37,54.31,55.23,55.23,331576,0.0,1.0
2016-11-29,55.0,55.92,54.695,54.77,54.77,445336,0.0,1.0
2016-11-28,55.44,55.69,54.4,54.89,54.89,445023,0.0,1.0
2016-11-25,55.71,55.76,55.06,55.74,55.74,165208,0.0,1.0
2016-11-23,54.83,55.73,54.29,55.65,55.65,277866,0.0,1.0
2016-11-22,54.51,55.3,54.0,55.2,55.2,363387,0.0,1.0
2016-11-21,54.57,55.02,53.71,54.4,54.4,529473,0.0,1.0
2016-11-18,55.41,55.78,54.19,54.36,54.36,942121,0.0,1.0
2016-11-17,56.59,56.775,55.235,55.54,55.54,880023,0.0,1.0
2016-11-16,56.2,57.85,55.855,56.24,56.24,730851,0.0,1.0
2016-11-15,55.36,56.9,54.98,56.65,56.65,384380,0.0,1.0
2016-11-14,54.1,56.15,53.5236,55.53,55.53,527318,0.0,1.0
2016-11-11,53.1,53.83,52.34,53.3,53.3,621899,0.0,1.0
2016-11-10,52.6,53.42,51.66,52.99,52.99,750034,0.0,1.0
2016-11-09,49.17,51.93,48.4445,51.74,51.74,833354,0.0,1.0
2016-11-08,48.51,49.89,48.25,49.66,49.66,656000,0.0,1.0
2016-11-07,47.83,48.68,47.16,48.63,48.63,572641,0.0,1.0
2016-11-04,46.56,47.38,46.12,46.68,46.68,842569,0.0,1.0
2016-11-03,46.96,47.95,46.34,46.39,46.39,761200,0.0,1.0
2016-11-02,46.89,47.12,46.1,46.84,46.84,598991,0.0,1.0
2016-11-01,47.98,48.5,46.15,47.12,47.12,587711,0.0,1.0
2016-10-31,48.9,48.91,47.63,47.99,47.99,546954,0.0,1.0
2016-10-28,47.5,48.9,47.41,48.7,48.7,541723,0.0,1.0
2016-10-27,48.45,48.71,47.47,47.67,47.67,537383,0.0,1.0
2016-10-26,48.94,48.95,47.685,48.15,48.15,730491,0.0,1.0
2016-10-25,54.0,54.62,48.82,49.42,49.42,1426626,0.0,1.0
2016-10-24,49.31,50.82,48.7285,50.71,50.71,819978,0.0,1.0
2016-10-21,48.98,49.13,48.14,48.76,48.76,678861,0.0,1.0
2016-10-20,49.31,49.73,48.83,48.93,48.93,450494,0.0,1.0
2016-10-19,50.16,50.16,49.42,49.57,49.57,401626,0.0,1.0
2016-10-18,49.97,50.6399,49.68,49.96,49.96,480763,0.0,1.0
2016-10-17,49.54,49.73,48.96,49.5,49.5,782546,0.0,1.0
2016-10-14,52.56,52.92,49.68,49.7,49.7,956197,0.0,1.0
2016-10-13,52.98,53.77,51.9464,52.32,52.32,654586,0.0,1.0
2016-10-12,54.77,54.78,53.43,53.48,53.48,456941,0.0,1.0
2016-10-11,56.19,56.4,54.15,54.69,54.69,254298,0.0,1.0
2016-10-10,56.25,57.21,55.83,56.39,56.39,187608,0.0,1.0
2016-10-07,55.48,55.94,54.72,55.81,55.81,263728,0.0,1.0
2016-10-06,56.1,56.1,54.89,55.48,55.48,225804,0.0,1.0
2016-10-05,54.99,56.59,54.985,56.31,56.31,457958,0.0,1.0
2016-10-04,55.34,55.57,54.125,54.94,54.94,355899,0.0,1.0
2016-10-03,55.56,55.83,54.71,55.45,55.45,303455,0.0,1.0
2016-09-30,55.03,56.02,54.52,55.76,55.76,544479,0.0,1.0
2016-09-29,56.59,56.59,54.6,54.83,54.83,349580,0.0,1.0
2016-09-28,56.09,56.74,55.8,56.67,56.67,281281,0.0,1.0
2016-09-27,55.48,56.11,55.37,56.05,56.05,175272,0.0,1.0
2016-09-26,55.9,56.26,55.37,55.41,55.41,229440,0.0,1.0
2016-09-23,56.53,56.75,56.06,56.51,56.51,167062,0.0,1.0
2016-09-22,56.53,56.76,55.61,56.59,56.59,393710,0.0,1.0
2016-09-21,55.76,56.17,54.85,56.01,56.01,296009,0.0,1.0
2016-09-20,55.85,56.1,55.41,55.5,55.5,368156,0.0,1.0
2016-09-19,55.42,56.15,55.26,55.37,55.37,277111,0.0,1.0
2016-09-16,55.75,55.95,54.89,54.95,54.95,782257,0.0,1.0
2016-09-15,54.17,56.23,53.8812,55.76,55.76,486248,0.0,1.0
2016-09-14,53.4,54.24,53.07,54.08,54.08,326977,0.0,1.0
2016-09-13,53.8,54.01,53.0,53.36,53.36,301946,0.0,1.0
2016-09-12,53.19,54.02,53.13,53.905,53.905,386667,0.0,1.0
2016-09-09,55.25,55.35,53.65,53.67,53.67,323197,0.0,1.0
2016-09-08,55.89,56.05,55.2816,55.87,55.87,403236,0.0,1.0
2016-09-07,55.56,56.27,55.16,56.27,56.27,344675,0.0,1.0
2016-09-06,54.99,55.61,54.46,55.58,55.58,295273,0.0,1.0
2016-09-02,54.05,54.85,53.595,54.85,54.85,445694,0.0,1.0
2016-09-01,54.01,54.38,53.08,53.73,53.73,312342,0.0,1.0
2016-08-31,54.19,54.78,53.73,54.1,54.1,394659,0.0,1.0
2016-08-30,54.11,54.36,53.52,54.13,54.13,360790,0.0,1.0
2016-08-29,53.94,54.7455,53.62,54.05,54.05,182926,0.0,1.0
2016-08-26,53.36,53.98,53.2,53.79,53.79,317686,0.0,1.0
2016-08-25,53.98,54.13,53.1,53.25,53.25,175872,0.0,1.0
2016-08-24,55.0,55.31,52.99,54.03,54.03,331576,0.0,1.0
2016-08-23,54.03,55.4,53.41,55.01,55.01,337500,0.0,1.0
2016-08-22,53.11,53.9199,51.87,53.77,53.77,232659,0.0,1.0
2016-08-19,52.8,53.44,52.48,53.1,53.1,308321,0.0,1.0
2016-08-18,52.71,53.39,52.14,52.96,52.96,190726,0.0,1.0
2016-08-17,53.88,53.88,52.04,52.84,52.84,374061,0.0,1.0
2016-08-16,54.15,54.4,53.82,53.82,53.82,177086,0.0,1.0
2016-08-15,54.48,54.87,53.98,54.21,54.21,351113,0.0,1.0
2016-08-12,54.1,54.52,53.61,54.48,54.48,175007,0.0,1.0
2016-08-11,53.55,54.45,53.24,54.08,54.08,310564,0.0,1.0
2016-08-10,54.31,54.31,52.43,53.41,53.41,238137,0.0,1.0
2016-08-09,54.33,54.65,54.06,54.4,54.4,269559,0.0,1.0
2016-08-08,54.29,54.85,53.8301,54.12,54.12,215691,0.0,1.0
2016-08-05,54.33,55.25,54.17,54.21,54.21,242713,0.0,1.0
2016-08-04,54.3,54.77,53.46,53.99,53.99,282944,0.0,1.0
2016-08-03,53.07,54.401,52.8,54.27,54.27,335886,0.0,1.0
2016-08-02,53.32,53.86,50.541,52.99,52.99,280232,0.0,1.0
2016-08-01,52.99,53.99,52.597,53.48,53.48,272070,0.0,1.0
2016-07-29,52.97,53.48,52.33,53.15,53.15,441639,0.0,1.0
2016-07-28,52.94,53.87,51.52,53.24,53.24,283847,0.0,1.0
2016-07-27,52.85,53.2,52.39,53.06,53.06,282400,0.0,1.0
2016-07-26,51.56,53.29,51.56,52.83,52.83,448506,0.0,1.0
2016-07-25,51.46,51.93,51.15,51.69,51.69,240367,0.0,1.0
2016-07-22,51.13,51.855,50.86,51.63,51.63,405334,0.0,1.0
2016-07-21,52.68,52.9799,50.79,51.0,51.0,1076044,0.0,1.0
2016-07-20,48.13,54.24,47.24,53.58,53.58,2090880,0.0,1.0
2016-07-19,47.34,48.339,46.605,46.73,46.73,664034,0.0,1.0
2016-07-18,47.42,49.41,47.21,47.49,47.49,633237,0.0,1.0
2016-07-15,48.06,48.06,47.09,47.27,47.27,378207,0.0,1.0
2016-07-14,48.65,48.84,47.71,47.78,47.78,269198,0.0,1.0
2016-07-13,48.85,48.85,48.3,48.43,48.43,513679,0.0,1.0
2016-07-12,49.77,50.4399,48.74,48.8,48.8,787370,0.0,1.0
2016-07-11,48.61,50.0,48.5,49.33,49.33,512235,0.0,1.0
2016-07-08,47.38,48.285,47.065,48.17,48.17,521844,0.0,1.0
2016-07-07,46.99,47.37,46.78,47.03,47.03,259612,0.0,1.0
2016-07-06,46.32,47.21,46.32,46.95,46.95,280086,0.0,1.0
2016-07-05,46.8,47.5,46.11,46.53,46.53,189669,0.0,1.0
2016-07-01,46.97,47.64,46.396,47.35,47.35,164703,0.0,1.0
2016-06-30,45.99,46.9,45.8,46.87,46.87,261745,0.0,1.0
2016-06-29,44.57,46.09,44.57,45.86,45.86,295447,0.0,1.0
2016-06-28,43.31,44.45,43.18,44.2,44.2,262726,0.0,1.0
2016-06-27,44.16,44.16,41.65,43.0,43.0,380046,0.0,1.0
2016-06-24,44.18,45.228,43.5975,44.64,44.64,526024,0.0,1.0
2016-06-23,45.61,46.6499,45.45,46.51,46.51,201882,0.0,1.0
2016-06-22,45.67,46.13,45.065,45.12,45.12,126317,0.0,1.0
2016-06-21,46.23,46.569,45.16,45.52,45.52,178949,0.0,1.0
2016-06-20,45.51,46.87,45.085,46.02,46.02,252995,0.0,1.0
2016-06-17,45.87,45.87,44.7,44.97,44.97,630690,0.0,1.0
2016-06-16,45.43,45.79,44.36,45.76,45.76,213335,0.0,1.0
2016-06-15,46.06,46.25,45.47,45.58,45.58,288835,0.0,1.0
2016-06-14,46.71,47.24,45.71,46.01,46.01,267375,0.0,1.0
2016-06-13,46.62,48.0,46.62,47.02,47.02,623800,0.0,1.0
2016-06-10,46.92,48.09,46.69,46.79,46.79,353990,0.0,1.0
2016-06-09,47.59,48.575,46.91,47.55,47.55,525327,0.0,1.0
2016-06-08,46.74,47.67,45.88,47.56,47.56,318260,0.0,1.0
2016-06-07,45.9,46.61,45.785,46.61,46.61,200892,0.0,1.0
2016-06-06,45.38,46.19,44.07,46.06,46.06,257585,0.0,1.0
2016-06-03,46.37,46.37,44.88,45.29,45.29,200145,0.0,1.0
2016-06-02,45.48,46.5199,45.29,46.46,46.46,348713,0.0,1.0
2016-06-01,46.85,46.85,45.47,45.74,45.74,411760,0.0,1.0
2016-05-31,43.72,46.0,43.72,45.94,45.94,550519,0.0,1.0
2016-05-27,43.18,43.7,42.84,43.68,43.68,508454,0.0,1.0
2016-05-26,44.96,45.4199,43.06,43.25,43.25,336809,0.0,1.0
2016-05-25,44.91,45.42,44.295,44.84,44.84,371465,0.0,1.0
2016-05-24,44.04,44.78,42.8482,44.62,44.62,368784,0.0,1.0
2016-05-23,43.15,44.24,42.31,43.61,43.61,304827,0.0,1.0
2016-05-20,42.24,43.06,41.7034,43.05,43.05,269551,0.0,1.0
2016-05-19,42.0,43.09,41.35,41.98,41.98,225844,0.0,1.0
2016-05-18,41.71,42.74,41.52,42.47,42.47,327326,0.0,1.0
2016-05-17,42.8,43.52,41.6,41.8,41.8,346110,0.0,1.0
2016-05-16,42.3,43.12,42.18,43.0,43.0,271980,0.0,1.0
2016-05-13,41.68,42.92,41.3104,42.06,42.06,188373,0.0,1.0
2016-05-12,42.26,42.26,41.22,41.85,41.85,243421,0.0,1.0
2016-05-11,42.59,43.1,42.07,42.12,42.12,184403,0.0,1.0
2016-05-10,42.59,42.92,41.94,42.77,42.77,254732,0.0,1.0
2016-05-09,41.57,43.05,41.57,42.51,42.51,310480,0.0,1.0
2016-05-06,41.64,42.88,40.47,41.56,41.56,317305,0.0,1.0
2016-05-05,41.69,42.37,41.31,41.77,41.77,185541,0.0,1.0
2016-05-04,42.25,43.8189,41.15,41.68,41.68,274835,0.0,1.0
2016-05-03,43.42,43.91,42.17,42.49,42.49,392867,0.0,1.0
2016-05-02,43.92,44.32,43.39,43.72,43.72,270263,0.0,1.0
2016-04-29,45.1,45.1,43.03,43.63,43.63,398264,0.0,1.0
2016-04-28,45.31,45.99,44.97,45.11,45.11,366213,0.0,1.0
2016-04-27,45.6,45.76,44.35,45.63,45.63,399729,0.0,1.0
2016-04-26,44.57,45.961,44.12,45.63,45.63,733611,0.0,1.0
2016-04-25,46.68,47.2327,45.75,46.6,46.6,563010,0.0,1.0
2016-04-22,46.5,48.46,45.83,46.97,46.97,980897,0.0,1.0
2016-04-21,45.0,46.39,43.71,46.17,46.17,995122,0.0,1.0
2016-04-20,41.36,41.99,41.095,41.54,41.54,527769,0.0,1.0
2016-04-19,41.47,41.7,41.1,41.49,41.49,289662,0.0,1.0
2016-04-18,40.06,41.77,40.06,41.35,41.35,223458,0.0,1.0
2016-04-15,40.18,40.89,39.45,40.8,40.8,304718,0.0,1.0
2016-04-14,40.82,41.0,40.225,40.4,40.4,258930,0.0,1.0
2016-04-13,39.34,40.9875,39.34,40.82,40.82,298264,0.0,1.0
2016-04-12,38.64,39.23,37.96,39.13,39.13,276977,0.0,1.0
2016-04-11,39.28,39.72,38.3503,38.64,38.64,257189,0.0,1.0
2016-04-08,39.67,40.055,38.83,39.15,39.15,223311,0.0,1.0
2016-04-07,39.7,40.25,38.8125,39.49,39.49,495018,0.0,1.0
2016-04-06,39.0,40.05,38.0,39.95,39.95,278045,0.0,1.0
2016-04-05,38.24,39.09,38.15,38.87,38.87,310530,0.0,1.0
2016-04-04,38.57,39.465,37.36,38.42,38.42,298684,0.0,1.0
2016-04-01,38.26,38.77,37.68,38.66,38.66,218382,0.0,1.0
2016-03-31,38.27,39.53,37.88,38.71,38.71,481710,0.0,1.0
2016-03-30,37.89,38.54,37.37,38.16,38.16,337992,0.0,1.0
2016-03-29,35.93,37.7,35.78,37.66,37.66,394073,0.0,1.0
2016-03-28,35.71,36.4,35.586,36.13,36.13,263730,0.0,1.0
2016-03-24,35.36,35.75,35.01,35.73,35.73,327118,0.0,1.0
2016-03-23,36.55,36.96,35.44,35.66,35.66,640279,0.0,1.0
2016-03-22,36.06,36.68,35.86,36.52,36.52,187530,0.0,1.0
2016-03-21,36.68,37.39,35.72,36.18,36.18,253164,0.0,1.0
2016-03-18,36.0,37.07,35.81,36.83,36.83,539577,0.0,1.0
2016-03-17,35.13,35.83,34.25,35.74,35.74,328288,0.0,1.0
2016-03-16,34.99,35.75,34.67,35.19,35.19,281502,0.0,1.0
2016-03-15,36.26,36.95,34.94,35.06,35.06,422518,0.0,1.0
2016-03-14,37.15,37.4,36.245,36.48,36.48,326545,0.0,1.0
2016-03-11,36.13,37.17,36.05,37.15,37.15,279206,0.0,1.0
2016-03-10,35.72,36.11,35.55,35.82,35.82,497607,0.0,1.0
2016-03-09,35.96,36.11,35.53,35.92,35.92,242217,0.0,1.0
2016-03-08,36.82,37.08,35.63,35.78,35.78,293748,0.0,1.0
2016-03-07,36.32,37.58,35.96,37.18,37.18,423487,0.0,1.0
2016-03-04,36.17,36.77,35.74,36.66,36.66,450840,0.0,1.0
2016-03-03,35.6,36.45,35.6,36.24,36.24,691285,0.0,1.0
2016-03-02,35.25,36.12,35.0066,35.72,35.72,422501,0.0,1.0
2016-03-01,34.62,36.0,34.47,35.21,35.21,832516,0.0,1.0
2016-02-29,34.77,35.15,34.4,34.5,34.5,423145,0.0,1.0
2016-02-26,35.21,35.83,34.71,34.85,34.85,459218,0.0,1.0
2016-02-25,34.98,35.58,34.56,34.89,34.89,760646,0.0,1.0
2016-02-24,35.25,35.25,33.265,34.77,34.77,948065,0.0,1.0
2016-02-23,34.59,35.92,34.09,35.62,35.62,568222,0.0,1.0
2016-02-22,35.77,36.17,34.69,34.87,34.87,438488,0.0,1.0
2016-02-19,35.27,36.07,34.47,35.36,35.36,407058,0.0,1.0
2016-02-18,35.6,36.85,35.34,35.44,35.44,564126,0.0,1.0
2016-02-17,33.89,35.87,33.625,35.34,35.34,547674,0.0,1.0
2016-02-16,33.45,34.26,32.869,33.6,33.6,817237,0.0,1.0
2016-02-12,33.2,34.66,31.83,32.83,32.83,666815,0.0,1.0
2016-02-11,31.49,32.98,30.97,32.91,32.91,811560,0.0,1.0
2016-02-10,31.49,32.75,30.22,32.3,32.3,3387571,0.0,1.0
2016-02-09,34.82,36.775,34.79,36.0,36.0,791841,0.0,1.0
2016-02-08,37.7,38.53,34.44,35.08,35.08,1410977,0.0,1.0
2016-02-05,41.66,41.72,38.33,38.36,38.36,717832,0.0,1.0
2016-02-04,41.79,42.68,41.5,41.78,41.78,439867,0.0,1.0
2016-02-03,43.37,43.37,41.1,42.09,42.09,301331,0.0,1.0
2016-02-02,43.52,43.52,42.66,42.93,42.93,313752,0.0,1.0
2016-02-01,42.54,44.1,42.18,43.96,43.96,296751,0.0,1.0
2016-01-29,42.1,42.78,41.91,42.73,42.73,497066,0.0,1.0
2016-01-28,43.71,43.71,41.36,42.13,42.13,318888,0.0,1.0
2016-01-27,43.18,44.08,42.68,43.25,43.25,331063,0.0,1.0
2016-01-26,43.74,43.76,42.3325,43.35,43.35,325260,0.0,1.0
2016-01-25,44.17,44.805,43.0358,43.43,43.43,382702,0.0,1.0
2016-01-22,43.57,44.75,42.9912,44.65,44.65,362530,0.0,1.0
2016-01-21,43.06,43.54,41.42,43.11,43.11,307476,0.0,1.0
2016-01-20,42.47,43.59,40.37,43.04,43.04,370074,0.0,1.0
2016-01-19,44.27,44.66,42.71,42.96,42.96,350575,0.0,1.0
2016-01-15,42.11,43.85,41.5701,43.8,43.8,374475,0.0,1.0
2016-01-14,43.34,43.84,41.2559,43.4,43.4,490413,0.0,1.0
2016-01-13,45.39,45.69,42.58,42.89,42.89,332455,0.0,1.0
2016-01-12,45.19,47.95,44.58,45.33,45.33,421560,0.0,1.0
2016-01-11,45.64,48.615,43.22,44.77,44.77,379526,0.0,1.0
2016-01-08,46.15,46.83,45.39,45.47,45.47,318092,0.0,1.0
2016-01-07,46.98,47.475,45.89,46.02,46.02,261696,0.0,1.0
2016-01-06,47.38,48.38,47.035,47.92,47.92,305093,0.0,1.0
2016-01-05,47.3,48.56,47.28,48.05,48.05,266923,0.0,1.0
2016-01-04,48.39,49.39,46.175,47.3,47.3,715806,0.0,1.0
2015-12-31,50.22,50.34,49.29,49.29,49.29,619641,0.0,1.0
2015-12-30,49.98,50.78,49.535,50.38,50.38,281883,0.0,1.0
2015-12-29,49.55,50.18,49.04,50.11,50.11,153501,0.0,1.0
2015-12-28,49.07,49.66,48.52,49.33,49.33,216757,0.0,1.0
2015-12-24,48.64,49.49,48.64,49.0,49.0,96731,0.0,1.0
2015-12-23,49.08,49.42,48.48,48.77,48.77,270044,0.0,1.0
2015-12-22,48.15,48.93,47.9,48.86,48.86,341028,0.0,1.0
2015-12-21,46.56,48.13,46.22,48.06,48.06,469369,0.0,1.0
2015-12-18,45.68,46.35,43.05,46.15,46.15,1021259,0.0,1.0
2015-12-17,46.53,46.53,45.29,46.15,46.15,271931,0.0,1.0
2015-12-16,45.1,46.58,44.99,46.33,46.33,365175,0.0,1.0
2015-12-15,44.16,45.1,43.64,44.71,44.71,564848,0.0,1.0
2015-12-14,43.47,44.01,42.87,43.92,43.92,580797,0.0,1.0
2015-12-11,42.84,43.52,42.52,43.37,43.37,440717,0.0,1.0
2015-12-10,43.01,43.69,42.97,43.53,43.53,361038,0.0,1.0
2015-12-09,43.0,43.364,42.93,43.07,43.07,321580,0.0,1.0
2015-12-08,42.97,43.4,42.35,43.34,43.34,346787,0.0,1.0
2015-12-07,42.9,43.26,41.91,43.23,43.23,301406,0.0,1.0
2015-12-04,42.37,43.225,40.52,42.84,42.84,552268,0.0,1.0
2015-12-03,44.71,44.95,42.51,42.51,42.51,629264,0.0,1.0
2015-12-02,45.59,45.97,44.48,44.77,44.77,272929,0.0,1.0
2015-12-01,45.93,45.98,45.03,45.82,45.82,364365,0.0,1.0
2015-11-30,46.81,47.66,45.51,45.83,45.83,381737,0.0,1.0
2015-11-27,46.65,47.56,46.45,47.15,47.15,142841,0.0,1.0
2015-11-25,45.81,46.81,45.6,46.67,46.67,219449,0.0,1.0
2015-11-24,44.81,46.02,44.36,45.99,45.99,267865,0.0,1.0
2015-11-23,44.78,45.05,44.1,44.88,44.88,209535,0.0,1.0
2015-11-20,44.4,45.03,44.21,45.0,45.0,218279,0.0,1.0
2015-11-19,44.71,44.81,43.89,44.09,44.09,148564,0.0,1.0
2015-11-18,44.28,45.01,43.84,44.9,44.9,275074,0.0,1.0
2015-11-17,43.96,44.28,43.61,44.01,44.01,219386,0.0,1.0
2015-11-16,43.44,44.04,43.12,44.01,44.01,213182,0.0,1.0
2015-11-13,43.83,44.3899,43.6201,43.67,43.67,215518,0.0,1.0
2015-11-12,43.95,44.8,43.9,44.05,44.05,249931,0.0,1.0
2015-11-11,44.68,45.19,43.78,43.81,43.81,232037,0.0,1.0
2015-11-10,44.85,45.38,44.02,44.85,44.85,259654,0.0,1.0
2015-11-09,45.18,45.99,43.0,44.93,44.93,305503,0.0,1.0
2015-11-06,44.71,45.66,44.53,45.6,45.6,270134,0.0,1.0
2015-11-05,44.0,45.0,43.9,44.97,44.97,319415,0.0,1.0
2015-11-04,44.15,44.58,43.68,44.05,44.05,375461,0.0,1.0
2015-11-03,43.78,44.64,43.16,44.21,44.21,394607,0.0,1.0
2015-11-02,42.97,44.08,42.3699,44.01,44.01,490674,0.0,1.0
2015-10-30,40.94,43.21,40.8,43.0,43.0,820185,0.0,1.0
2015-10-29,40.21,41.06,39.58,40.85,40.85,615209,0.0,1.0
2015-10-28,42.13,42.13,39.14,40.37,40.37,1078826,0.0,1.0
2015-10-27,36.95,41.38,35.81,41.24,41.24,1310525,0.0,1.0
2015-10-26,41.07,41.15,40.34,40.5,40.5,655310,0.0,1.0
2015-10-23,40.81,41.46,40.23,41.27,41.27,573938,0.0,1.0
2015-10-22,41.28,41.76,40.02,40.19,40.19,299447,0.0,1.0
2015-10-21,41.77,41.85,40.54,41.12,41.12,269446,0.0,1.0
2015-10-20,41.47,41.75,40.77,41.57,41.57,337203,0.0,1.0
2015-10-19,40.86,41.82,40.42,41.47,41.47,331614,0.0,1.0
2015-10-16,39.99,41.15,39.64,41.09,41.09,367743,0.0,1.0
2015-10-15,38.18,39.95,37.84,39.82,39.82,634870,0.0,1.0
2015-10-14,40.47,41.0,38.01,38.2,38.2,962460,0.0,1.0
2015-10-13,42.2,43.428,39.92,40.15,40.15,668297,0.0,1.0
2015-10-12,41.0,42.96,40.5801,42.38,42.38,556790,0.0,1.0
2015-10-09,40.4,41.91,40.0,40.95,40.95,628143,0.0,1.0
2015-10-08,42.01,42.1487,39.48,40.47,40.47,528415,0.0,1.0
2015-10-07,41.96,42.48,40.9,41.93,41.93,449159,0.0,1.0
2015-10-06,43.12,43.95,41.64,41.81,41.81,328932,0.0,1.0
2015-10-05,43.44,43.78,42.6,43.48,43.48,299839,0.0,1.0
2015-10-02,41.2,43.06,41.0,43.01,43.01,234009,0.0,1.0
2015-10-01,41.99,42.45,40.53,41.55,41.55,628500,0.0,1.0
2015-09-30,41.2,42.28,40.8,42.11,42.11,346286,0.0,1.0
2015-09-29,41.66,42.05,40.28,40.76,40.76,414575,0.0,1.0
2015-09-28,44.0,44.175,41.38,41.51,41.51,472265,0.0,1.0
2015-09-25,47.51,48.74,43.71,44.07,44.07,548199,0.0,1.0
2015-09-24,47.2,49.044,46.18,47.27,47.27,308018,0.0,1.0
2015-09-23,47.22,47.65,46.36,47.37,47.37,249319,0.0,1.0
2015-09-22,46.75,47.28,45.88,47.1,47.1,228684,0.0,1.0
2015-09-21,48.46,49.2,47.06,47.35,47.35,228456,0.0,1.0
2015-09-18,48.14,49.1,47.75,48.02,48.02,408710,0.0,1.0
2015-09-17,48.48,49.78,48.43,49.09,49.09,273542,0.0,1.0
2015-09-16,47.6,48.73,47.362,48.43,48.43,224392,0.0,1.0
2015-09-15,46.98,47.87,46.84,47.67,47.67,189372,0.0,1.0
2015-09-14,46.96,47.41,46.5,46.93,46.93,168535,0.0,1.0
2015-09-11,46.95,47.35,46.39,46.94,46.94,253421,0.0,1.0
2015-09-10,47.35,48.0,47.14,47.3,47.3,220948,0.0,1.0
2015-09-09,48.41,49.24,46.9,47.28,47.28,531165,0.0,1.0
2015-09-08,46.52,47.59,45.85,47.42,47.42,411102,0.0,1.0
2015-09-04,45.67,46.83,45.25,45.81,45.81,234556,0.0,1.0
2015-09-03,47.15,48.3422,46.03,46.41,46.41,319579,0.0,1.0
2015-09-02,46.74,46.98,45.36,46.98,46.98,386545,0.0,1.0
2015-09-01,46.94,49.882,45.93,46.1,46.1,423761,0.0,1.0
2015-08-31,48.64,48.85,47.7,48.02,48.02,274901,0.0,1.0
2015-08-28,47.41,49.1,47.41,48.67,48.67,464053,0.0,1.0
2015-08-27,47.75,48.19,46.6,47.65,47.65,652615,0.0,1.0
2015-08-26,49.07,49.763,46.23,47.5,47.5,722866,0.0,1.0
2015-08-25,49.91,49.91,47.82,47.95,47.95,464315,0.0,1.0
2015-08-24,47.91,50.95,47.01,48.24,48.24,640466,0.0,1.0
2015-08-21,48.95,50.88,48.89,50.09,50.09,428696,0.0,1.0
2015-08-20,51.76,52.81,49.43,49.94,49.94,431670,0.0,1.0
2015-08-19,52.32,52.72,51.51,52.2,52.2,163041,0.0,1.0
2015-08-18,52.8,53.49,52.5801,52.69,52.69,178638,0.0,1.0
2015-08-17,52.19,53.1,51.98,53.07,53.07,214899,0.0,1.0
2015-08-14,52.05,52.63,51.51,52.59,52.59,142426,0.0,1.0
2015-08-13,52.41,52.6,51.66,52.02,52.02,298140,0.0,1.0
2015-08-12,51.37,52.22,50.55,52.09,52.09,242862,0.0,1.0
2015-08-11,52.0,52.565,50.75,51.7,51.7,282131,0.0,1.0
2015-08-10,51.55,52.31,51.11,52.14,52.14,314822,0.0,1.0
2015-08-07,51.4,51.93,50.45,51.07,51.07,432089,0.0,1.0
2015-08-06,54.51,54.9899,51.08,51.25,51.25,525387,0.0,1.0
2015-08-05,52.83,52.98,52.05,52.47,52.47,547266,0.0,1.0
2015-08-04,53.4,53.76,51.58,52.39,52.39,508981,0.0,1.0
2015-08-03,53.99,54.195,52.92,53.32,53.32,431858,0.0,1.0
2015-07-31,54.19,54.7,53.62,53.8,53.8,367294,0.0,1.0
2015-07-30,53.9,54.34,53.25,54.02,54.02,406991,0.0,1.0
2015-07-29,54.12,54.5,53.68,54.25,54.25,375153,0.0,1.0
2015-07-28,53.11,54.68,52.19,54.24,54.24,525808,0.0,1.0
2015-07-27,52.55,52.97,51.83,52.83,52.83,495157,0.0,1.0
2015-07-24,54.43,54.435,52.92,53.1,53.1,515016,0.0,1.0
2015-07-23,56.06,57.0,54.47,54.61,54.61,459858,0.0,1.0
2015-07-22,55.97,56.51,54.82,56.15,56.15,874090,0.0,1.0
2015-07-21,59.52,61.308,54.0,56.64,56.64,2639080,0.0,1.0
2015-07-20,57.87,60.34,57.61,59.88,59.88,1126017,0.0,1.0
2015-07-17,57.39,58.06,56.75,57.94,57.94,453824,0.0,1.0
2015-07-16,57.1,57.565,56.65,57.16,57.16,364060,0.0,1.0
2015-07-15,56.54,57.78,56.3701,57.0,57.0,502149,0.0,1.0
2015-07-14,55.46,56.5825,55.24,56.44,56.44,220252,0.0,1.0
2015-07-13,55.8,55.978,54.93,55.58,55.58,390743,0.0,1.0
2015-07-10,54.63,55.94,54.265,55.54,55.54,305313,0.0,1.0
2015-07-09,53.68,54.94,53.36,54.1,54.1,388683,0.0,1.0
2015-07-08,52.9,53.63,52.38,52.99,52.99,501518,0.0,1.0
2015-07-07,53.76,53.941,52.55,53.5,53.5,333708,0.0,1.0
2015-07-06,53.4,53.83,53.21,53.6,53.6,338898,0.0,1.0
2015-07-02,54.14,54.47,53.19,53.71,53.71,279678,0.0,1.0
2015-07-01,54.94,55.1,54.01,54.495,54.495,329826,0.0,1.0
2015-06-30,54.59,55.022,54.02,54.32,54.32,426934,0.0,1.0
2015-06-29,55.33,56.24,54.26,54.34,54.34,273997,0.0,1.0
